"RuleName","Severity","ScriptName","Line","Message"
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2795","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2796","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2797","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2800","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2801","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2802","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2808","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2809","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2817","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2821","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2846","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2864","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2865","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2866","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2871","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2873","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2904","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2908","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2913","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2914","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2915","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2916","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2917","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2918","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2919","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2923","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2924","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2933","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2935","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2953","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2954","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2955","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2956","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2967","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2969","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2972","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2973","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","2981","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","3085","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","3093","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","3095","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","3168","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","4329","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","4330","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","4331","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","4333","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","4334","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","4346","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","4594","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","4600","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","4608","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","4894","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","4900","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","4908","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5063","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5067","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5070","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5073","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5098","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5103","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5107","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5134","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5138","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5150","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5151","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5152","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5157","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5159","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5217","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5223","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5227","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5228","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5229","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5230","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5231","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5232","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5233","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5234","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5238","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5243","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5244","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
"PSAvoidUsingWriteHost","Warning","Get-AKV_Roles-SecAuditCompliance.ps1","5245","File 'Get-AKV_Roles-SecAuditCompliance.ps1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information."
